Id,Date,Polarity,Polarity_Variance,Subjectivity,Subjectivity_Variance,Crop_Name
38,6/16/2020,-0.8,0.13,1.0,0.12,wheat
41,6/16/2020,0.37,0.03,0.65,0.06,wheat
42,6/15/2020,-0.18,,0.39,,wheat
43,6/15/2020,0.45,,0.5,,wheat
44,6/15/2020,-0.08,,0.66,,wheat
47,6/15/2020,0.03,0.0,0.24,0.0,wheat
51,06-12-2020,0.28,0.01,0.71,0.04,wheat
53,06-11-2020,0.12,0.0,0.4,0.02,wheat
56,06-11-2020,0.07,0.0,0.3,0.0,wheat
61,06-10-2020,0.4,0.04,0.8,0.04,wheat
66,06-09-2020,0.11,0.0,0.61,0.02,wheat
68,06-08-2020,-0.18,,0.39,,wheat
73,06-08-2020,0.11,0.01,0.53,0.07,wheat
74,06-08-2020,0.3,0.03,0.62,0.05,wheat
82,06-05-2020,0.19,0.01,0.47,0.0,wheat
86,06-04-2020,0.18,,0.48,,wheat
94,06-03-2020,0.4,0.03,0.73,0.05,wheat
100,06-02-2020,0.3,0.02,0.62,0.03,wheat
101,06-01-2020,0.47,,0.47,,wheat
102,06-01-2020,0.18,,0.36,,wheat
105,06-01-2020,-0.1,0.0,0.3,0.01,wheat
107,5/29/2020,0.16,0.0,0.54,0.02,wheat
109,5/29/2020,0.3,,0.62,,wheat
110,5/28/2020,0.35,0.06,0.67,0.0,wheat
111,5/27/2020,0.17,0.03,0.33,0.0,wheat
112,5/27/2020,0.03,0.0,0.28,0.0,wheat
113,5/26/2020,-0.0,,0.48,,wheat
118,5/26/2020,0.03,,0.22,,wheat
119,5/25/2020,-0.02,,0.2,,wheat
122,5/22/2020,0.08,0.0,0.35,0.02,wheat
123,5/21/2020,0.5,0.06,0.89,0.05,wheat
126,5/21/2020,0.02,0.0,0.33,0.02,wheat
127,5/20/2020,-0.13,0.0,0.37,0.04,wheat
131,5/20/2020,-0.24,0.01,0.49,0.02,wheat
132,5/20/2020,-0.07,0.0,0.24,0.0,wheat
133,5/19/2020,-0.4,0.04,0.6,0.08,wheat
134,5/19/2020,-0.1,0.01,0.6,0.05,wheat
136,5/19/2020,0.24,0.01,0.6,0.07,wheat
137,5/18/2020,-0.0,,0.48,,wheat
143,5/18/2020,-0.06,0.01,0.3,0.0,wheat
148,5/15/2020,0.12,0.0,0.42,0.04,wheat
149,5/14/2020,-0.03,,0.45,,wheat
150,5/14/2020,0.22,,0.83,,wheat
153,5/14/2020,0.05,0.0,0.28,0.01,wheat
155,5/13/2020,0.0,,0.5,,wheat
156,5/13/2020,-0.11,0.01,0.53,0.05,wheat
160,05-12-2020,0.27,0.01,0.45,0.04,wheat
164,05-12-2020,-0.06,0.0,0.41,0.01,wheat
165,05-11-2020,0.7,,0.6,,wheat
167,05-11-2020,0.2,0.02,0.5,0.02,wheat
171,05-08-2020,0.4,0.05,0.73,0.12,wheat
174,05-07-2020,0.17,,0.57,,wheat
182,05-06-2020,0.34,0.03,0.48,0.03,wheat
184,05-05-2020,-0.4,0.04,0.85,0.08,wheat
188,05-05-2020,0.15,0.0,1.0,0.08,wheat
189,05-05-2020,-0.39,0.03,0.83,0.14,wheat
192,05-05-2020,0.12,0.0,0.59,0.04,wheat
194,05-04-2020,0.7,,0.6,,wheat
198,05-04-2020,0.05,0.0,0.26,0.0,wheat
203,05-01-2020,-0.15,0.01,0.47,0.04,wheat
210,4/30/2020,0.3,0.04,0.62,0.15,wheat
211,4/29/2020,-0.3,,0.4,,wheat
212,4/29/2020,-0.22,0.07,0.54,0.01,wheat
216,4/28/2020,0.23,0.01,0.57,0.08,wheat
218,4/27/2020,0.7,,0.6,,wheat
221,4/27/2020,-0.13,0.01,0.52,0.02,wheat
231,4/24/2020,0.3,0.01,0.56,0.01,wheat
236,4/23/2020,0.4,,0.73,,wheat
241,4/22/2020,0.4,,0.73,,wheat
246,4/21/2020,-0.03,0.0,0.5,0.02,wheat
247,4/20/2020,0.7,,0.6,,wheat
251,4/20/2020,0.0,0.0,0.3,0.04,wheat
253,4/20/2020,0.17,0.01,0.29,0.0,wheat
262,4/17/2020,0.15,0.01,0.67,0.05,wheat
266,4/16/2020,0.47,0.02,1.0,0.07,wheat
267,4/16/2020,0.44,0.08,0.57,0.02,wheat
273,4/15/2020,0.42,0.06,0.42,0.05,wheat
280,4/14/2020,0.0,0.0,0.5,0.05,wheat
281,4/13/2020,0.7,,0.6,,wheat
285,4/13/2020,0.25,0.06,0.8,0.1,wheat
286,4/13/2020,0.12,0.01,0.38,0.0,wheat
292,04-10-2020,0.01,0.0,0.64,0.09,wheat
294,04-09-2020,0.17,0.01,0.43,0.05,wheat
300,04-09-2020,0.6,0.22,0.95,0.29,wheat
305,04-08-2020,0.6,0.11,0.95,0.18,wheat
309,04-07-2020,0.3,0.02,0.62,0.04,wheat
311,04-06-2020,0.13,,0.56,,wheat
315,04-06-2020,-0.1,0.01,1.0,0.15,wheat
323,04-03-2020,0.6,0.08,0.95,0.16,wheat
326,04-02-2020,-0.07,0.01,0.5,0.02,wheat
329,04-02-2020,0.25,0.03,0.33,0.0,wheat
332,04-01-2020,-0.03,0.0,0.05,0.0,wheat
333,04-01-2020,-0.4,0.06,0.7,0.03,wheat
335,3/31/2020,0.12,0.0,1.0,0.13,wheat
338,3/31/2020,0.3,0.02,0.62,0.07,wheat
339,3/30/2020,0.0,,0.0,,wheat
341,3/30/2020,0.0,,1.0,,wheat
344,3/30/2020,0.4,0.05,0.73,0.07,wheat
347,3/27/2020,0.0,,0.0,,wheat
349,3/27/2020,0.07,,0.4,,wheat
351,3/27/2020,0.4,0.05,0.73,0.12,wheat
354,3/26/2020,0.12,0.01,0.5,0.02,wheat
357,3/25/2020,0.4,0.03,0.73,0.04,wheat
359,3/24/2020,0.25,,0.5,,wheat
363,3/24/2020,0.17,0.0,0.38,0.0,wheat
364,3/24/2020,0.3,0.03,0.62,0.07,wheat
365,3/23/2020,-0.11,0.0,0.55,0.05,wheat
368,3/23/2020,0.3,0.03,0.62,0.04,wheat
376,3/20/2020,0.3,0.04,0.62,0.12,wheat
377,3/19/2020,0.7,0.15,0.6,0.04,wheat
380,3/19/2020,0.0,,0.0,,wheat
381,3/19/2020,0.3,,0.62,,wheat
383,3/18/2020,0.3,,0.62,,wheat
386,3/17/2020,-0.6,,0.95,,wheat
389,3/17/2020,-0.5,0.09,0.72,0.03,wheat
395,3/16/2020,-0.02,0.0,0.3,0.0,wheat
400,3/13/2020,0.3,0.02,0.62,0.02,wheat
403,03-12-2020,0.0,,0.3,,wheat
406,03-11-2020,-0.1,0.01,0.38,0.0,wheat
408,03-10-2020,-0.03,,0.04,,wheat
409,03-10-2020,0.3,0.02,0.62,0.01,wheat
411,03-09-2020,-0.01,0.0,0.3,0.0,wheat
414,03-06-2020,0.3,0.03,0.62,0.11,wheat
415,03-05-2020,0.03,0.0,0.3,0.04,wheat
416,03-05-2020,0.3,0.03,0.5,0.01,wheat
419,03-05-2020,0.3,0.04,0.62,0.19,wheat
422,03-04-2020,0.0,,0.3,,wheat
427,03-03-2020,0.3,0.04,0.62,0.04,wheat
428,03-02-2020,0.65,,0.75,,wheat
431,03-02-2020,0.3,0.05,0.62,0.08,wheat
434,2/28/2020,0.25,0.02,0.77,0.11,wheat
440,2/27/2020,0.3,0.04,0.62,0.03,wheat
442,2/26/2020,0.22,,0.53,,wheat
444,2/26/2020,0.3,,0.5,,wheat
445,2/26/2020,0.3,0.01,0.62,0.01,wheat
446,2/25/2020,-0.06,,0.06,,wheat
448,2/25/2020,0.0,0.0,0.0,0.0,wheat
450,2/25/2020,0.6,0.1,0.95,0.1,wheat
455,2/24/2020,-0.02,0.0,0.3,0.0,wheat
458,2/21/2020,0.02,0.0,0.36,0.03,wheat
459,2/21/2020,-0.13,0.01,0.6,0.08,wheat
462,2/21/2020,-0.18,0.02,0.45,0.01,wheat
464,2/20/2020,0.0,,0.25,,wheat
466,2/20/2020,0.04,,0.22,,wheat
468,2/20/2020,0.0,,0.3,,wheat
469,2/19/2020,0.11,,0.14,,wheat
473,2/19/2020,0.6,0.07,0.95,0.08,wheat
474,2/18/2020,-0.1,0.01,0.5,0.0,wheat
475,2/18/2020,0.12,0.01,0.4,0.05,wheat
476,2/17/2020,0.06,0.01,0.28,0.0,wheat
479,2/14/2020,-0.04,0.0,0.38,0.04,wheat
484,2/14/2020,0.3,0.03,0.62,0.12,wheat
491,2/13/2020,0.21,0.02,0.57,0.04,wheat
493,02-12-2020,-0.31,,0.69,,wheat
497,02-12-2020,0.3,0.04,0.62,0.06,wheat
498,02-11-2020,0.0,0.0,0.3,0.03,wheat
500,02-11-2020,0.3,0.04,0.74,0.03,wheat
503,02-10-2020,0.6,0.08,0.95,0.1,wheat
508,02-07-2020,-0.39,0.15,0.83,0.08,wheat
509,02-07-2020,0.3,0.02,0.47,0.04,wheat
517,02-06-2020,0.2,0.01,0.65,0.04,wheat
524,02-05-2020,0.3,,0.62,,wheat
525,02-04-2020,0.55,0.08,0.5,0.02,wheat
528,02-04-2020,0.02,,0.29,,wheat
529,02-04-2020,0.3,0.02,0.62,0.06,wheat
530,02-03-2020,-0.19,,0.51,,wheat
532,02-03-2020,0.01,0.0,0.14,0.01,wheat
536,1/31/2020,-0.03,0.0,0.42,0.02,wheat
537,1/31/2020,0.1,0.0,0.53,0.04,wheat
538,1/30/2020,-0.18,0.01,0.46,0.04,wheat
542,1/30/2020,0.17,,0.47,,wheat
544,1/30/2020,0.1,0.01,0.35,0.0,wheat
549,1/29/2020,0.21,0.02,0.55,0.03,wheat
550,1/28/2020,1.0,0.51,0.3,0.0,wheat
553,1/28/2020,0.14,0.01,0.44,0.01,wheat
556,1/27/2020,0.04,0.0,0.3,0.01,wheat
559,1/24/2020,0.53,,0.4,,wheat
561,1/24/2020,0.06,,0.41,,wheat
562,1/24/2020,-0.06,0.0,0.59,0.04,wheat
568,1/23/2020,0.45,,0.79,,wheat
570,1/22/2020,0.25,0.02,0.5,0.08,wheat
572,1/21/2020,-0.04,,0.29,,wheat
573,1/21/2020,0.7,0.14,0.8,0.05,wheat
574,1/21/2020,0.0,,0.0,,wheat
575,1/21/2020,0.25,0.02,0.41,0.04,wheat
577,1/19/2020,0.0,,0.12,,wheat
578,1/18/2020,-0.04,,0.23,,wheat
579,1/18/2020,0.32,0.07,0.5,0.08,wheat
583,1/17/2020,0.0,,1.0,,wheat
584,1/17/2020,0.24,0.04,0.45,0.01,wheat
585,1/17/2020,0.25,0.01,0.62,0.08,wheat
589,1/16/2020,0.5,0.06,0.7,0.12,wheat
592,1/16/2020,0.3,0.04,0.72,0.09,wheat
593,1/15/2020,0.35,0.04,0.65,0.14,wheat
594,1/15/2020,0.02,0.0,0.36,0.06,wheat
597,1/15/2020,-0.25,0.03,0.4,0.08,wheat
598,1/15/2020,0.3,0.05,0.65,0.01,wheat
600,1/14/2020,0.15,,0.05,,wheat
603,1/14/2020,0.3,0.02,0.72,0.03,wheat
608,1/13/2020,0.27,0.02,1.0,0.18,wheat
609,1/13/2020,-0.03,0.0,0.3,0.0,wheat
610,01-10-2020,-0.07,0.0,0.67,0.09,wheat
614,01-10-2020,0.3,0.05,0.62,0.11,wheat
615,01-09-2020,0.07,,0.1,,wheat
617,01-09-2020,0.15,0.0,0.45,0.0,wheat
618,01-09-2020,0.3,0.01,0.62,0.06,wheat
622,01-08-2020,0.0,,0.15,,wheat
623,01-08-2020,0.25,0.05,0.5,0.08,wheat
627,01-07-2020,0.37,0.03,0.7,0.09,wheat
628,01-06-2020,0.0,,0.45,,wheat
631,01-06-2020,0.05,0.0,0.62,0.07,wheat
632,01-04-2020,-0.23,0.03,0.54,0.03,wheat
634,01-03-2020,0.57,0.08,0.53,0.02,wheat
637,12/31/2019,0.3,0.03,0.62,0.08,wheat
638,12/30/2019,0.3,0.04,0.62,0.03,wheat
640,12/27/2019,0.3,0.04,0.62,0.09,wheat
642,12/24/2019,0.3,0.03,0.62,0.08,wheat
645,12/23/2019,0.3,0.04,0.62,0.05,wheat
646,12/20/2019,0.26,,0.49,,wheat
647,12/20/2019,0.13,0.01,0.28,0.02,wheat
651,12/20/2019,0.3,0.02,0.62,0.0,wheat
652,12/19/2019,-0.11,,0.78,,wheat
654,12/19/2019,0.1,,0.55,,wheat
655,12/19/2019,0.3,0.04,0.62,0.15,wheat
658,12/18/2019,0.0,,0.3,,wheat
662,12/17/2019,0.3,0.02,0.85,0.04,wheat
665,12/16/2019,0.0,,0.5,,wheat
666,12/16/2019,0.4,0.08,0.73,0.12,wheat
673,12/13/2019,0.4,0.05,0.73,0.06,wheat
675,12-12-2019,0.4,0.08,0.73,0.27,wheat
678,12-11-2019,0.01,,0.21,,wheat
679,12-11-2019,0.0,,0.3,,wheat
680,12-10-2019,0.19,0.01,0.66,0.08,wheat
681,12-10-2019,-0.13,0.02,0.74,0.0,wheat
683,12-10-2019,0.0,0.0,0.75,0.28,wheat
684,12-10-2019,0.3,0.02,0.62,0.03,wheat
689,12-09-2019,0.3,0.04,0.62,0.05,wheat
695,12-06-2019,0.4,0.04,0.73,0.16,wheat
697,12-05-2019,0.7,,0.6,,wheat
698,12-05-2019,0.3,0.09,0.62,0.03,wheat
699,12-04-2019,0.4,,0.4,,wheat
702,12-04-2019,0.4,,0.73,,wheat
703,12-03-2019,0.17,,0.34,,wheat
704,12-03-2019,0.45,0.05,0.79,0.09,wheat
707,12-02-2019,0.04,,0.62,,wheat
708,12-02-2019,0.45,0.06,0.79,0.06,wheat
712,11/27/2019,0.19,,0.59,,wheat
716,11/26/2019,0.25,0.0,0.58,0.0,wheat
718,11/25/2019,-0.27,0.04,0.62,0.09,wheat
722,11/22/2019,0.28,0.02,0.6,0.06,wheat
726,11/21/2019,0.45,0.1,0.79,0.31,wheat
728,11/20/2019,-0.08,0.0,0.48,0.02,wheat
733,11/19/2019,-0.3,0.01,0.74,0.06,wheat
734,11/19/2019,0.45,0.05,0.79,0.05,wheat
737,11/18/2019,0.4,0.1,0.73,0.16,wheat
742,11/15/2019,0.3,0.08,0.62,0.04,wheat
746,11/14/2019,0.3,,0.62,,wheat
749,11/13/2019,0.3,0.02,0.72,0.06,wheat
750,11-12-2019,0.5,0.04,0.52,0.0,wheat
754,11-12-2019,-0.08,,0.43,,wheat
756,11-12-2019,0.0,,0.0,,wheat
757,11-12-2019,0.3,,0.62,,wheat
761,11-11-2019,0.3,0.05,0.62,0.07,wheat
764,11-08-2019,0.0,0.0,0.3,0.04,wheat
767,11-08-2019,-0.05,0.0,0.47,0.04,wheat
768,11-07-2019,0.3,0.04,0.62,0.01,wheat
772,11-06-2019,0.3,,0.62,,wheat
773,11-05-2019,0.0,,0.3,,wheat
776,11-05-2019,0.4,0.04,0.73,0.03,wheat
779,11-04-2019,-0.19,,0.31,,wheat
780,11-04-2019,0.6,0.13,0.95,0.17,wheat
784,11-01-2019,0.27,0.02,0.62,0.03,wheat
787,10/31/2019,0.12,0.01,0.47,0.04,wheat
788,10/30/2019,0.2,0.01,0.45,0.02,wheat
793,10/29/2019,0.2,0.01,0.64,0.06,wheat
797,10/28/2019,-0.04,0.0,0.3,0.0,wheat
801,10/25/2019,0.45,0.05,0.79,0.03,wheat
802,10/24/2019,-0.12,,0.38,,wheat
804,10/24/2019,0.3,0.04,0.62,0.04,wheat
805,10/23/2019,-0.25,,0.25,,wheat
808,10/22/2019,0.6,0.09,0.95,0.14,wheat
811,10/21/2019,0.37,0.07,0.77,0.07,wheat
812,10/18/2019,-0.23,0.03,0.73,0.14,wheat
819,10/17/2019,0.0,,0.2,,wheat
822,10/16/2019,0.25,0.01,0.5,0.05,wheat
826,10/15/2019,-0.05,0.0,0.29,0.0,wheat
828,10/14/2019,0.4,0.08,0.73,0.12,wheat
829,10-11-2019,0.4,0.03,0.73,0.1,wheat
831,10-10-2019,0.0,0.0,0.3,0.03,wheat
833,10-10-2019,0.4,0.04,0.73,0.05,wheat
837,10-09-2019,0.3,,0.62,,wheat
839,10-08-2019,0.05,,0.29,,wheat
842,10-08-2019,0.17,0.01,0.75,0.05,wheat
846,10-07-2019,-0.03,,0.38,,wheat
848,10-07-2019,-0.11,0.0,0.46,0.01,wheat
852,10-04-2019,0.3,0.03,0.6,0.09,wheat
855,10-03-2019,0.01,0.0,0.28,0.04,wheat
861,10-02-2019,0.5,0.11,0.9,0.18,wheat
865,10-01-2019,0.38,0.03,0.8,0.11,wheat
867,9/30/2019,-0.3,0.03,0.43,0.04,wheat
870,9/30/2019,0.3,0.03,0.5,0.01,wheat
874,9/27/2019,0.13,0.0,0.52,0.06,wheat
881,9/26/2019,0.4,0.02,0.57,0.01,wheat
882,9/25/2019,0.25,0.01,0.38,0.03,wheat
883,9/25/2019,-0.07,0.0,0.34,0.0,wheat
886,9/24/2019,0.65,0.08,0.78,0.07,wheat
889,9/23/2019,0.07,,0.53,,wheat
890,9/23/2019,0.3,0.04,0.62,0.07,wheat
897,9/20/2019,0.22,0.02,0.44,0.01,wheat
902,9/19/2019,0.3,0.04,0.62,0.19,wheat
905,9/18/2019,0.3,,0.62,,wheat
908,9/17/2019,0.23,0.01,0.48,0.03,wheat
914,9/16/2019,-0.02,0.0,0.3,0.0,wheat
916,9/13/2019,0.3,0.05,0.62,0.05,wheat
919,09-12-2019,0.17,0.03,0.62,0.02,wheat
921,09-12-2019,0.3,,0.62,,wheat
924,09-11-2019,0.05,,0.1,,wheat
925,09-11-2019,0.0,0.0,0.3,0.03,wheat
928,09-10-2019,0.65,0.11,0.95,0.12,wheat
930,09-09-2019,0.7,,0.6,,wheat
934,09-09-2019,0.01,,0.62,,wheat
935,09-06-2019,0.23,0.03,0.66,0.06,wheat
936,09-05-2019,0.0,,0.3,,wheat
942,09-04-2019,0.3,0.02,0.62,0.0,wheat
943,09-03-2019,0.0,,0.0,,wheat
947,09-03-2019,-0.02,0.0,0.3,0.0,wheat
950,8/30/2019,0.16,0.01,0.54,0.03,wheat
954,8/29/2019,0.0,,0.3,,wheat
959,8/28/2019,0.25,0.03,0.56,0.16,wheat
963,8/28/2019,0.1,,0.29,,wheat
965,8/28/2019,0.0,,0.3,,wheat
967,8/27/2019,-0.03,0.0,0.75,0.07,wheat
971,8/26/2019,0.0,,0.07,,wheat
973,8/26/2019,0.3,0.03,0.62,0.1,wheat
978,8/23/2019,-0.04,0.0,0.44,0.01,wheat
980,8/22/2019,0.3,,0.62,,wheat
982,8/21/2019,0.0,,0.3,,wheat
985,8/20/2019,0.3,0.02,0.75,0.1,wheat
986,8/19/2019,0.7,0.24,0.6,0.18,wheat
988,8/19/2019,0.1,0.0,0.3,0.0,wheat
991,8/16/2019,0.4,0.08,0.73,0.27,wheat
993,8/15/2019,0.01,0.0,0.3,0.0,wheat
995,8/14/2019,0.2,,0.55,,wheat
999,8/14/2019,0.55,0.03,0.72,0.01,wheat
1001,8/13/2019,0.08,0.01,0.47,0.0,wheat
1003,8/13/2019,0.3,0.02,0.62,0.0,wheat
1004,08-12-2019,0.0,0.0,0.0,0.0,wheat
1005,08-12-2019,0.0,0.0,0.3,0.04,wheat
1011,08-12-2019,-0.05,0.0,0.3,0.0,wheat
1014,08-09-2019,0.3,0.03,0.62,0.1,wheat
1017,08-08-2019,0.3,0.04,0.62,0.19,wheat
1020,08-07-2019,0.33,,0.65,,wheat
1021,08-07-2019,0.19,0.02,0.59,0.04,wheat
1024,08-06-2019,0.3,0.02,0.75,0.02,wheat
1026,08-05-2019,0.23,0.03,0.31,0.05,wheat
1028,08-05-2019,-0.04,0.0,0.3,0.0,wheat
1030,08-02-2019,0.4,0.04,0.73,0.12,wheat
1031,08-01-2019,-0.6,,0.95,,wheat
1032,08-01-2019,-0.19,,0.28,,wheat
1033,08-01-2019,0.4,0.08,0.73,0.27,wheat
1034,7/31/2019,0.0,,0.3,,wheat
1035,7/30/2019,-0.15,0.01,0.5,0.01,wheat
1036,7/29/2019,0.23,0.03,0.31,0.05,wheat
1039,7/29/2019,0.45,0.08,0.55,0.03,wheat
1040,7/26/2019,0.24,0.03,0.48,0.01,wheat
1042,7/25/2019,-0.19,,0.45,,wheat
1044,7/25/2019,0.3,0.04,0.62,0.19,wheat
1047,7/24/2019,0.38,0.02,0.62,0.01,wheat
1051,7/23/2019,0.3,0.02,0.62,0.01,wheat
1053,7/22/2019,0.23,0.03,0.31,0.05,wheat
1055,7/22/2019,-0.15,0.01,0.3,0.0,wheat
1057,7/19/2019,0.4,0.06,0.73,0.13,wheat
1059,7/18/2019,0.0,0.0,0.5,0.08,wheat
1061,7/17/2019,0.5,0.03,0.9,0.06,wheat
1062,7/17/2019,0.41,0.08,0.59,0.17,wheat
1064,7/16/2019,-0.09,0.0,0.41,0.04,wheat
1065,7/15/2019,0.35,0.06,0.33,0.05,wheat
1066,7/15/2019,0.25,0.0,0.5,0.02,wheat
1068,7/15/2019,0.3,0.04,0.62,0.04,wheat
1071,07-12-2019,0.27,,0.72,,wheat
1072,07-12-2019,-0.12,0.01,0.38,0.07,wheat
1073,07-12-2019,-0.05,0.0,0.3,0.0,wheat
1074,07-11-2019,0.17,0.01,0.45,0.05,wheat
1075,07-11-2019,0.06,,0.5,,wheat
1076,07-11-2019,0.25,0.03,0.28,0.04,wheat
1078,07-10-2019,0.25,,0.28,,wheat
1080,07-09-2019,-0.04,0.0,0.49,0.05,wheat
1084,07-08-2019,0.0,0.0,0.3,0.04,wheat
1085,07-05-2019,-0.14,0.01,0.49,0.03,wheat
1087,07-03-2019,0.4,0.04,0.73,0.06,wheat
1090,07-02-2019,0.47,0.04,0.65,0.07,wheat
1093,07-01-2019,0.15,,0.6,,wheat
1096,07-01-2019,0.17,0.01,0.4,0.02,wheat
1097,6/28/2019,0.12,0.0,0.5,0.05,wheat
1098,6/28/2019,0.03,,0.35,,wheat
1102,6/28/2019,0.1,0.0,0.54,0.02,wheat
1104,6/27/2019,0.21,0.02,0.61,0.1,wheat
1112,6/26/2019,0.3,0.05,0.62,0.03,wheat
1114,6/25/2019,0.6,0.07,0.95,0.09,wheat
1115,6/24/2019,0.0,,0.0,,wheat
1118,6/24/2019,0.3,,0.62,,wheat
1120,6/21/2019,0.04,0.0,0.51,0.07,wheat
1125,6/20/2019,-0.1,0.01,0.53,0.03,wheat
1126,6/19/2019,0.15,,0.37,,wheat
1127,6/19/2019,0.14,0.0,0.33,0.0,wheat
1128,6/18/2019,0.07,,0.62,,wheat
1129,6/18/2019,0.16,0.02,0.49,0.01,wheat
1130,6/17/2019,0.0,,0.0,,wheat
1133,6/17/2019,-0.03,0.0,0.3,0.01,wheat
1134,6/14/2019,0.0,,0.1,,wheat
1137,6/14/2019,0.26,0.03,0.64,0.0,wheat
1138,6/13/2019,0.09,0.0,0.51,0.13,wheat
1140,06-12-2019,0.0,,0.3,,wheat
1141,06-11-2019,0.25,0.02,0.5,0.07,wheat
1143,06-11-2019,0.0,0.0,0.35,0.02,wheat
1144,06-10-2019,0.0,,0.0,,wheat
1146,06-10-2019,-0.04,0.0,0.3,0.0,wheat
1147,06-08-2019,-0.8,0.11,1.0,0.17,wheat
1149,06-07-2019,-0.29,,0.55,,wheat
1153,06-07-2019,0.1,0.0,0.53,0.03,wheat
1156,06-06-2019,0.4,0.04,0.73,0.08,wheat
1157,06-05-2019,-0.14,,0.43,,wheat
1159,06-05-2019,0.3,,0.62,,wheat
1164,06-04-2019,0.6,0.1,0.95,0.05,wheat
1167,06-03-2019,0.25,0.02,0.33,0.0,wheat
1169,06-03-2019,0.3,0.03,0.68,0.08,wheat
1170,5/31/2019,0.5,0.17,0.5,0.08,wheat
1171,5/31/2019,0.0,,0.07,,wheat
1173,5/31/2019,0.0,0.0,0.3,0.04,wheat
1174,5/31/2019,-0.3,,0.6,,wheat
1177,5/30/2019,0.0,,0.0,,wheat
1178,5/30/2019,0.0,,0.0,,wheat
1179,5/30/2019,0.3,0.04,0.62,0.19,wheat
1180,5/29/2019,-0.04,,0.47,,wheat
1183,5/29/2019,0.3,0.02,0.62,0.06,wheat
1184,5/28/2019,0.06,0.0,0.62,0.01,wheat
1187,5/28/2019,0.3,0.06,0.62,0.07,wheat
1188,5/24/2019,0.3,0.04,0.62,0.0,wheat
1190,5/23/2019,-0.09,,0.35,,wheat
1191,5/23/2019,-0.15,0.01,0.49,0.12,wheat
1192,5/23/2019,-0.12,0.01,0.5,0.01,wheat
1194,5/22/2019,0.18,0.02,0.64,0.01,wheat
1196,5/22/2019,0.6,0.08,0.95,0.08,wheat
1198,5/21/2019,0.52,0.06,0.62,0.0,wheat
1199,5/20/2019,0.7,,0.6,,wheat
1201,5/20/2019,0.6,0.03,1.0,0.06,wheat
1206,5/20/2019,0.14,0.01,0.45,0.02,wheat
1208,5/20/2019,0.3,0.05,0.62,0.06,wheat
1209,5/17/2019,-0.07,0.01,0.58,0.01,wheat
1211,5/16/2019,0.3,0.07,0.75,0.04,wheat
1213,5/15/2019,0.25,,0.85,,wheat
1214,5/15/2019,0.3,0.03,0.62,0.04,wheat
1216,5/14/2019,0.47,0.08,0.65,0.01,wheat
1218,5/13/2019,0.0,,0.0,,wheat
1220,5/13/2019,0.1,0.0,0.39,0.0,wheat
1221,05-10-2019,0.6,0.06,0.6,0.07,wheat
1222,05-10-2019,0.3,0.02,0.62,0.07,wheat
1224,05-09-2019,-0.06,0.0,0.3,0.03,wheat
1225,05-08-2019,0.0,0.0,0.1,0.01,wheat
1226,05-08-2019,0.01,,0.34,,wheat
1228,05-08-2019,0.3,,0.62,,wheat
1229,05-07-2019,0.28,0.04,0.44,0.02,wheat
1230,05-07-2019,0.2,0.01,0.46,0.05,wheat
1231,05-06-2019,0.0,,0.0,,wheat
1237,05-06-2019,0.02,0.0,0.3,0.0,wheat
1242,05-03-2019,0.3,0.03,0.47,0.03,wheat
1244,05-02-2019,0.7,0.12,0.75,0.07,wheat
1247,05-02-2019,0.3,0.04,0.47,0.11,wheat
1249,05-01-2019,0.27,0.02,0.5,0.03,wheat
1253,05-01-2019,0.33,,0.6,,wheat
1254,4/30/2019,1.0,0.13,0.67,0.05,wheat
1257,4/30/2019,0.22,0.01,1.0,0.21,wheat
1258,4/30/2019,0.6,0.08,0.95,0.04,wheat
1260,4/29/2019,0.0,,0.0,,wheat
1262,4/29/2019,0.3,0.02,0.47,0.02,wheat
1266,4/26/2019,0.15,0.02,0.6,0.04,wheat
1267,4/25/2019,0.0,,0.0,,wheat
1269,4/25/2019,0.13,0.01,0.31,0.05,wheat
1270,4/24/2019,0.24,0.05,0.47,0.02,wheat
1273,4/23/2019,0.6,0.11,0.95,0.06,wheat
1277,4/22/2019,-0.3,,0.6,,wheat
1278,4/22/2019,0.21,0.03,0.35,0.0,wheat
1281,4/19/2019,0.4,,0.6,,wheat
1282,4/19/2019,0.18,,0.67,,wheat
1283,4/19/2019,-0.03,0.0,0.36,0.0,wheat
1285,4/18/2019,-0.01,,0.33,,wheat
1286,4/18/2019,0.11,0.01,0.33,0.05,wheat
1290,4/17/2019,0.22,0.0,0.58,0.04,wheat
1292,4/16/2019,-0.24,0.01,0.38,0.01,wheat
1294,4/16/2019,0.29,0.04,0.75,0.03,wheat
1296,4/15/2019,0.0,0.0,0.43,0.09,wheat
1301,4/15/2019,0.3,0.05,0.62,0.05,wheat
1304,04-12-2019,0.3,0.04,0.62,0.09,wheat
1306,04-11-2019,0.2,0.02,0.62,0.19,wheat
1308,04-11-2019,0.3,,0.62,,wheat
1309,04-10-2019,-0.29,0.04,0.54,0.0,wheat
1312,04-10-2019,-0.08,0.0,0.3,0.0,wheat
1313,04-09-2019,1.0,0.5,0.3,0.04,wheat
1314,04-09-2019,0.0,0.0,0.4,0.04,wheat
1315,04-09-2019,0.3,0.05,0.78,0.04,wheat
1317,04-08-2019,0.7,0.24,0.6,0.18,wheat
